policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported,claim_to_premium_ratio,high_claim_flag,night_incident,many_vehicles,no_police_report
7,200,834.9,47,1,3,5,4,1,0,0,0,0,1038,0,2,2,1,1,26331.57,23741.33,0,28.40211747816725,1,1,0,0
4,400,767.22,35,0,1,1,1,3,1,2,1,6,2588,2,3,1,4,0,4094.01,3772.73,0,4.911002056702507,0,1,1,1
7,1000,1198.75,53,2,3,0,4,0,3,0,1,1,10155,6,1,2,1,1,1376.32,1433.58,0,1.1948989372785996,0,0,0,0
2,500,793.99,60,0,3,5,4,1,3,1,1,7,3628,12,4,0,3,1,6225.44,7924.83,0,9.968465012138518,0,0,1,0
6,1000,804.6,33,1,2,5,3,3,3,0,2,6,7980,18,2,2,3,0,8509.08,16956.39,0,21.048150446871894,0,0,0,1
4,800,607.48,39,2,1,1,1,2,0,0,1,9,15727,11,1,0,5,1,1115.53,1338.54,0,2.199809361030765,0,0,0,0
9,600,914.01,26,0,0,1,5,2,1,2,2,0,3344,0,4,4,3,0,6943.6,7468.37,0,8.162063802581393,0,1,1,1
4,600,1298.23,62,2,1,6,1,3,1,1,2,1,5914,1,1,2,5,0,2938.73,5076.01,0,3.906937185871632,0,1,0,1
5,500,1235.45,29,2,0,2,2,3,3,1,0,7,12095,3,2,2,3,0,4986.37,4691.2,0,3.794087912976667,0,1,0,1
7,1000,1031.7,65,0,3,0,1,0,0,0,1,9,13970,1,3,0,2,1,1487.32,1642.69,0,1.5906749297956813,0,1,1,0
7,600,908.25,49,2,0,5,3,1,1,0,1,2,6290,11,1,0,1,1,4906.64,9153.66,0,10.067264228759967,0,0,0,0
6,1000,927.37,39,1,2,0,0,2,0,2,1,7,1459,17,4,1,3,1,16210.68,17919.9,1,19.302541012742765,0,0,1,0
7,300,1353.38,72,1,2,7,1,0,1,1,1,5,1805,1,1,1,0,1,13748.68,18882.61,0,13.94188484767938,1,1,0,0
1,400,603.32,30,1,3,6,1,1,1,0,2,2,8861,5,1,4,1,1,4223.8,3838.8,0,6.352263701350278,0,1,0,0
4,700,1349.04,65,2,2,6,4,3,0,2,1,7,15695,9,4,4,5,0,1701.3,2705.21,0,2.0037998874107434,0,0,1,1
3,1000,1292.99,29,0,2,5,6,2,1,0,1,4,9749,17,2,1,5,0,2260.15,3035.43,0,2.3457909257413116,0,0,0,1
4,1000,743.9,52,1,3,4,4,0,2,2,2,8,3030,7,1,4,3,1,14738.55,20371.96,0,27.348583702510403,1,0,0,0
4,300,997.76,68,1,3,1,1,0,3,2,0,5,9505,1,2,4,3,1,602.15,731.38,0,0.7322880371660859,0,1,0,0
1,700,1234.39,67,1,2,2,6,2,0,0,1,7,10931,10,1,0,5,1,11685.91,22248.19,0,18.009041679145856,1,0,0,0
2,200,1102.04,27,2,0,0,0,1,3,1,2,3,10150,23,4,2,4,1,2420.27,4354.28,0,3.9475268349289236,0,1,1,0
1,700,723.35,65,1,1,7,3,1,2,1,0,3,2578,4,1,0,4,1,3837.26,3764.89,0,5.197611651825775,0,1,0,0
7,800,1366.77,59,0,1,3,6,3,2,2,1,3,4486,18,2,1,2,0,11905.55,10438.12,0,7.63148775013343,0,0,0,1
1,300,981.81,30,1,3,2,4,3,1,2,0,6,6778,23,1,0,2,1,7570.76,8945.09,0,9.10154556831941,0,1,0,0
7,800,1433.61,41,1,0,1,1,0,1,1,2,7,8130,20,3,4,3,0,11930.6,20013.11,0,13.950209464593167,1,1,1,1
7,1000,1334.56,68,1,0,2,6,0,0,2,1,6,7154,12,3,2,2,0,17608.01,24661.51,0,18.465295456587498,1,0,1,1
6,1000,1410.53,39,0,0,3,1,3,2,2,2,3,10115,14,1,1,3,1,9921.71,17815.66,0,12.62152416172522,0,0,0,0
8,600,1344.57,69,2,1,3,3,1,2,2,0,0,1669,17,3,2,0,1,1294.4,1894.92,0,1.4082656420699036,0,0,1,0
4,200,1466.47,31,2,0,2,4,3,2,0,0,1,3827,7,2,1,3,1,7337.51,6161.05,0,4.198416321969104,0,0,0,0
1,300,669.83,61,1,3,5,6,1,1,1,1,2,11720,1,4,4,0,1,14172.13,17897.07,0,26.678994678234424,0,1,1,0
2,300,882.12,41,2,2,1,5,3,3,1,1,0,7238,11,2,4,2,1,26189.2,22633.96,0,25.62954071926805,1,0,0,0
1,400,645.84,68,2,1,4,0,0,1,1,2,2,12776,11,2,1,3,1,13943.67,12168.51,0,18.812241048791044,0,0,0,0
5,700,1087.88,74,1,3,1,2,3,2,2,1,6,8685,13,4,1,0,1,11824.43,10045.55,0,9.225580412901328,0,0,1,0
7,600,1381.17,30,1,2,0,6,2,1,2,1,7,15838,14,4,3,0,0,2503.21,2926.82,1,2.1175542805877714,0,0,1,1
0,300,944.64,21,1,3,5,1,1,2,1,1,5,13526,16,2,3,5,0,8380.16,8704.01,0,9.204358952666977,0,0,0,1
2,1000,1033.9,69,2,1,1,2,2,2,2,0,8,7677,22,4,1,2,1,11155.36,11493.77,0,11.106164846845106,0,1,1,0
0,400,1385.98,59,2,0,6,4,2,3,2,0,8,15162,4,3,3,4,1,2235.58,2257.75,0,1.6278172720587174,0,1,1,0
4,400,1064.1,51,2,3,3,2,1,0,0,1,1,2469,15,2,4,3,1,11277.37,22003.06,0,20.65821049666698,1,0,0,0
8,500,939.78,32,2,3,6,2,0,2,2,2,2,9153,14,1,2,1,0,8191.56,14189.35,0,15.082537894087885,0,0,0,1
4,1000,1366.36,70,1,0,2,4,1,2,0,0,4,5120,19,2,2,1,0,16153.17,23764.75,0,17.380024280365085,1,0,0,1
3,1000,1224.59,36,0,1,5,3,2,1,1,1,7,5913,22,2,4,4,1,2511.36,2762.73,0,2.25420409761829,0,1,0,0
1,600,669.21,27,0,2,0,6,0,2,2,1,2,14526,21,2,1,5,1,21415.38,24701.76,0,36.856746392921615,1,1,0,0
9,300,1314.77,73,1,2,5,2,0,3,1,1,0,15783,17,1,2,4,0,20166.78,17625.39,0,13.395494653320869,0,0,0,1
7,1000,724.63,67,0,0,7,6,3,2,1,2,4,12005,13,3,4,1,1,17696.0,14982.97,0,20.648222923528518,0,0,1,0
8,700,957.01,47,1,1,0,3,3,2,2,0,1,14553,4,4,1,2,0,19804.41,18356.35,0,19.160916900658655,0,1,1,1
2,200,1275.97,32,2,2,0,1,2,0,0,0,6,14112,8,3,4,1,0,12419.07,15363.79,0,12.031441615699665,0,0,1,1
6,500,643.33,64,1,2,6,0,2,3,1,1,0,7590,1,3,4,5,1,4576.56,7973.81,0,12.375351139943817,0,1,1,0
3,500,845.18,46,1,2,2,1,1,1,0,2,5,9376,4,1,0,3,1,2544.29,3036.48,0,3.5884563568035173,0,1,0,0
7,800,1226.43,30,1,0,6,0,2,3,1,0,9,5565,23,1,1,2,0,4524.44,4572.85,0,3.72554850378433,0,1,0,1
8,1000,1424.62,75,0,2,4,1,2,2,0,2,0,6034,11,4,0,5,1,7040.41,13173.52,0,9.240554986602321,0,0,1,0
8,400,909.87,61,2,2,5,4,3,3,1,1,7,4313,18,3,4,0,0,10282.74,17328.71,0,19.02435034637215,0,0,1,1
0,1000,646.72,27,2,1,5,6,1,0,1,1,2,12283,9,2,2,2,0,4615.01,5429.07,0,8.381816216883838,0,0,0,1
0,800,1221.26,26,2,1,1,1,3,1,2,1,2,17669,0,1,4,0,1,11377.97,10164.14,0,8.315857509858786,0,1,0,0
0,600,775.18,39,0,2,3,4,2,2,2,1,5,5111,15,2,1,0,1,20626.32,19170.06,0,24.697956659537738,1,0,0,0
7,700,1223.47,27,2,1,2,2,3,0,1,2,2,16438,20,4,3,1,1,14614.63,15793.52,0,12.898249855039323,0,1,1,0
9,600,700.85,73,1,1,5,6,1,2,2,2,7,15902,22,4,0,1,0,4053.15,6532.76,0,9.307914796608962,0,1,1,1
6,700,1043.28,21,0,1,6,0,0,3,0,1,0,2456,10,1,1,3,1,11357.07,9712.98,0,9.301126134753131,0,0,0,0
4,400,1401.45,21,1,0,1,0,1,0,1,1,2,15753,21,2,2,4,0,17587.41,20668.95,0,14.737744661128739,1,1,0,1
5,700,1182.46,20,2,1,3,2,3,3,1,1,7,10001,6,3,3,4,1,12007.15,22899.57,0,19.349678062629916,1,0,1,0
8,600,810.21,44,1,1,2,1,2,1,0,0,9,12144,6,3,0,3,0,3263.86,4140.27,1,5.103820219178758,0,0,1,1
5,1000,1238.31,39,0,1,6,1,2,2,1,0,2,16978,11,3,2,4,1,3447.22,6765.62,0,5.459182932438212,0,0,1,0
2,500,1060.89,34,0,3,1,4,0,0,2,1,4,7936,7,3,1,1,1,5765.56,8980.54,0,8.457128327792898,0,0,1,0
9,500,1490.24,33,0,2,4,4,3,2,1,1,4,6121,12,2,1,5,1,9414.63,15435.84,0,10.35100989780317,0,0,0,0
9,300,1171.9,59,2,3,6,2,2,3,2,1,2,15705,9,1,3,4,0,3386.67,6037.56,1,5.147548810640293,0,0,0,1
0,300,1191.23,27,2,3,7,3,3,1,1,0,2,3794,19,3,4,3,1,16539.83,20364.13,0,17.080705904062135,1,0,1,0
7,200,1480.58,52,2,1,2,1,3,1,2,1,7,10404,9,3,3,1,0,6509.7,11297.31,0,7.625177175717814,0,0,1,1
9,700,643.24,40,0,1,5,4,2,1,1,1,5,11309,19,1,2,0,0,2080.47,3916.39,0,6.079085433999752,0,0,0,1
6,700,714.31,47,1,2,3,5,3,2,1,1,7,614,18,3,1,0,0,5522.42,6156.16,0,8.606282590764843,0,0,1,1
2,300,1063.36,57,2,2,0,5,1,2,2,0,6,866,9,2,0,5,1,17110.81,20211.61,0,18.9894490585892,1,0,0,0
2,700,1457.06,43,1,3,4,6,3,2,1,1,2,2507,18,2,2,0,0,8793.15,10119.98,0,6.940715745579743,0,0,0,1
6,1000,1038.73,44,0,0,0,0,2,1,0,0,7,8904,7,3,2,1,0,23243.27,20664.76,1,19.875121425754763,1,0,1,1
2,300,1049.89,38,0,1,7,5,0,1,1,2,0,359,23,3,3,3,0,12029.17,11901.16,0,11.324838946036216,0,1,1,1
3,800,1475.64,48,0,2,1,1,2,3,2,0,4,7189,16,2,3,1,1,626.81,687.92,1,0.4658684581211398,0,0,0,0
6,1000,994.87,32,2,1,4,5,0,2,1,1,7,8961,22,1,4,2,0,13763.78,13550.06,1,13.606253828310923,0,1,0,1
6,600,1440.66,24,1,2,4,4,2,0,2,1,5,4912,2,1,0,2,0,5321.17,8644.49,0,5.996205762801215,0,1,0,1
4,200,1377.37,43,0,2,5,1,3,0,1,1,2,14008,2,4,4,5,1,1303.25,1237.51,0,0.8978068298062205,0,1,1,0
3,500,1411.33,27,0,1,1,1,1,2,0,2,3,2748,18,1,0,5,0,18031.79,24003.68,0,16.995801264576976,1,0,0,1
7,500,724.12,40,0,3,7,3,0,2,1,0,0,15435,15,3,2,3,0,6036.42,8129.02,1,11.210585834068844,0,0,1,1
3,300,1274.3,41,2,2,2,6,3,1,1,0,0,14314,19,4,2,3,1,1503.3,1852.71,0,1.4527640555163492,0,0,1,0
6,500,1170.62,22,1,1,6,4,0,3,1,2,9,8280,15,1,1,0,0,18116.12,15170.93,0,12.948677898977486,0,0,0,1
1,300,1284.07,69,2,3,0,1,0,2,1,1,6,5984,15,2,1,5,0,16395.92,22526.21,0,17.529169617219296,1,0,0,1
2,400,843.99,31,2,0,1,2,2,0,2,0,5,3883,4,4,1,0,0,9175.67,11328.16,1,13.406265162901336,0,1,1,1
0,600,799.55,45,2,0,1,5,0,2,2,1,0,16501,10,1,0,2,1,2152.46,2609.66,0,3.2598338642183498,0,0,0,0
0,800,1312.05,46,1,0,6,1,2,2,1,1,5,4368,15,2,2,5,0,21759.22,20131.23,0,15.331655306347816,1,0,0,1
6,1000,1042.55,66,2,1,0,6,1,3,1,0,3,7358,4,3,2,2,1,3035.88,5151.66,0,4.936668104067845,0,1,1,0
2,800,1125.41,36,1,2,5,3,0,0,0,0,0,15122,19,4,1,5,0,9652.88,8733.14,1,7.753073925124953,0,0,1,1
0,500,870.18,59,1,1,0,2,0,0,0,1,6,9876,6,4,1,5,0,21124.98,17998.46,0,20.659863633233087,0,0,1,1
7,800,623.9,33,2,0,4,3,1,3,2,1,8,2007,7,1,0,2,0,17796.27,16772.07,0,26.839606337013922,0,0,0,1
4,1000,907.19,46,1,2,4,0,3,0,2,1,9,17725,7,4,1,3,1,10818.69,14351.78,0,15.802618394829276,0,0,1,0
5,500,618.3,47,0,0,6,4,2,2,2,1,8,2090,9,4,4,0,0,2865.51,2699.45,0,4.358872921039883,0,0,1,1
4,600,950.77,21,1,3,3,6,1,2,0,0,0,5667,21,2,4,3,1,12301.01,17184.79,0,18.0556121752104,0,1,0,0
4,400,1164.28,26,2,3,4,5,0,0,1,2,8,16283,7,1,1,2,1,4895.44,5168.8,0,4.43567211314019,0,0,0,0
5,400,866.9,67,2,3,5,6,3,3,1,0,1,7927,16,1,2,1,0,1600.25,2868.0,0,3.3045281714483234,0,0,0,1
3,300,1136.98,60,0,3,1,5,3,0,1,1,1,13180,10,4,0,1,0,3897.02,7546.81,0,6.631759784881984,0,0,1,1
9,300,730.68,61,2,0,1,0,0,2,2,2,6,7791,16,3,4,3,1,19941.35,24506.54,0,33.49352175814564,1,0,1,0
7,400,1456.59,25,1,2,7,4,3,0,1,1,4,13509,3,1,4,5,1,5452.17,4615.36,1,3.1664322614727047,0,1,0,0
3,300,1128.72,20,1,0,5,2,0,0,1,1,8,1579,1,4,0,2,0,7639.21,11705.3,0,10.361239953262755,0,1,1,1
5,800,1039.17,61,2,1,1,0,1,3,0,1,7,5478,9,1,4,1,1,15582.56,21592.46,0,20.758587538575423,1,0,0,0
1,200,674.64,60,1,2,5,5,0,2,0,2,2,10737,13,2,4,5,1,10878.45,11879.42,0,17.582469954413593,0,0,0,0
7,600,1370.01,56,2,1,3,2,2,2,0,1,8,5559,1,4,1,3,1,18226.1,24750.69,0,18.05288801686348,1,1,1,0
9,600,648.94,20,1,3,5,5,0,1,0,1,3,12259,8,3,0,4,0,10884.41,13758.44,0,21.16878481090562,0,0,1,1
4,700,708.2,74,1,1,7,1,1,1,0,1,9,13498,4,3,1,0,0,1923.51,3826.1,0,5.394952058657642,0,1,1,1
2,1000,751.46,40,1,0,4,2,1,1,2,1,5,8687,11,1,2,5,0,15608.58,18367.16,0,24.409483560587937,0,0,0,1
3,800,650.96,71,0,2,0,3,3,0,1,2,1,12046,23,2,0,0,0,5704.08,9001.92,0,13.80747285109516,0,1,0,1
0,400,1049.97,69,0,3,7,0,0,0,1,0,9,3268,7,2,3,4,0,16328.98,17488.83,0,16.640655775141063,0,0,0,1
5,800,1495.82,50,1,3,2,3,3,2,2,2,1,8963,12,3,4,1,0,7657.32,12461.95,0,8.325616974652931,0,0,1,1
5,800,1110.92,32,2,1,2,1,0,1,2,2,5,17056,12,2,3,5,1,11201.87,15226.11,0,13.69353011007986,0,0,0,0
4,800,825.04,56,2,2,4,3,2,0,1,2,2,12252,5,1,0,0,1,10425.43,12528.38,0,15.166795796813714,0,1,0,0
7,700,1267.32,57,1,1,0,0,0,0,2,1,0,16839,14,4,0,1,0,9570.91,16643.29,0,13.122311404062067,0,0,1,1
9,400,683.88,45,1,3,1,6,3,3,0,1,5,631,5,2,2,0,1,7332.54,11088.29,0,16.19012089709146,0,1,0,0
2,1000,810.19,23,2,1,0,1,3,2,1,0,5,5819,4,2,3,2,1,2642.22,5134.71,0,6.329848740738914,0,1,0,0
4,1000,1468.35,21,2,0,3,3,3,2,2,1,0,8801,8,4,1,2,0,17048.92,17909.7,0,12.188859019294247,0,0,1,1
6,200,1255.9,20,0,2,6,0,0,0,1,1,3,17744,20,4,3,5,1,8028.39,8137.12,0,6.473959742222929,0,1,1,0
3,800,1391.79,30,0,3,2,2,2,3,2,2,7,15323,18,1,2,0,0,4134.35,3614.18,0,2.5949209859347064,0,0,0,1
4,400,1475.29,59,2,0,5,4,3,3,0,2,7,14287,23,4,1,0,0,6424.9,7787.32,0,5.27492565823788,0,1,1,1
3,200,964.65,64,0,2,0,4,2,0,2,2,1,14265,20,1,4,0,1,12943.84,18160.41,1,18.806410190027442,0,1,0,0
2,700,844.74,30,1,3,5,2,0,0,0,1,6,5451,16,2,1,3,0,1449.83,2516.98,0,2.9760682952207533,0,0,0,1
5,200,1092.64,29,0,2,3,1,0,2,2,2,9,8413,13,2,4,4,0,11530.67,21834.95,0,19.965390805018103,1,0,0,1
8,600,986.18,31,0,3,4,4,2,3,1,0,0,9720,15,4,4,1,0,6082.63,6790.85,0,6.879039283615957,0,0,1,1
4,1000,658.85,32,0,0,3,5,2,0,0,2,7,6343,3,3,4,5,0,16768.81,16660.76,0,25.24931423808441,0,1,1,1
5,1000,680.12,65,2,3,2,2,1,3,0,0,2,8344,14,3,1,0,0,6153.2,7051.75,0,10.353168311017148,0,0,1,1
1,200,773.89,55,0,3,2,3,3,0,0,0,9,11858,8,4,1,1,0,8324.57,10304.28,0,13.297732581398652,0,0,1,1
0,1000,783.54,61,0,1,2,0,1,1,2,1,4,8161,1,1,3,5,0,2005.81,2250.55,0,2.8686236520763764,0,1,0,1
5,400,701.36,71,0,3,2,1,1,0,1,1,0,4771,17,2,2,5,0,670.09,731.6,0,1.0416310723845321,0,0,0,1
8,300,816.45,29,2,3,3,3,2,0,2,1,0,7498,10,2,2,0,1,9919.98,11302.59,1,13.826643831426997,0,0,0,0
4,400,1200.62,37,2,2,3,0,2,3,0,0,2,5205,7,4,4,1,0,9118.74,8224.46,0,6.8444766232253125,0,0,1,1
1,300,864.89,74,0,1,5,0,2,2,1,0,3,14179,3,1,0,2,0,14088.75,12248.15,0,14.145157006086222,0,1,0,1
6,600,1108.96,73,0,3,2,5,3,0,0,2,3,5519,5,2,2,3,1,1514.43,1747.85,0,1.5746963854553315,0,1,0,0
2,300,1017.73,56,0,3,6,5,1,2,2,2,5,9303,6,1,3,5,1,13180.45,14344.6,0,14.080865391222405,0,0,0,0
2,200,749.31,54,2,3,4,0,3,2,2,1,5,6992,2,2,1,1,0,9923.55,12274.68,0,16.359478082392613,0,1,0,1
9,200,1268.4,22,1,3,3,5,2,3,0,1,6,14628,13,2,4,4,1,22986.98,24475.54,0,19.28118796281708,1,0,0,0
2,300,871.47,66,2,3,3,4,3,3,0,2,5,16256,10,3,1,3,1,4160.63,4219.22,0,4.8359485139890195,0,0,1,0
1,600,1331.22,50,0,2,3,4,0,1,0,2,4,2117,20,4,2,1,1,7417.89,11934.31,0,8.958212607527285,0,1,1,0
8,200,1198.27,54,2,1,2,1,0,3,1,0,8,16927,2,2,0,4,1,1397.24,1860.9,0,1.5516939471511837,0,1,0,0
6,200,746.38,42,0,0,1,3,1,1,1,1,0,6419,17,3,1,4,1,16070.93,17883.48,0,23.928229280954803,0,0,1,0
9,200,1185.93,59,1,2,1,0,2,3,0,0,3,9422,23,1,3,0,0,4852.96,6062.9,0,5.108051864895149,0,1,0,1
9,800,733.2,51,1,0,5,1,1,3,2,2,9,17118,12,1,2,5,0,16940.05,20712.44,0,28.210896213565782,1,0,0,1
5,300,1212.14,54,2,0,5,6,1,1,0,1,6,6088,19,4,4,2,1,4966.89,6744.74,0,5.559737540597127,0,0,1,0
5,200,659.0,33,0,2,1,4,0,1,0,0,7,2616,14,1,1,0,1,18212.23,18257.97,0,27.66359090909091,0,0,0,0
4,200,639.88,25,2,1,0,3,0,2,1,0,8,11503,19,1,3,2,0,16378.1,14331.35,0,22.361986643365373,0,0,0,1
5,200,1117.99,27,1,2,0,3,0,2,1,2,1,6338,22,4,4,4,1,15108.21,23441.38,0,20.948694805136775,1,1,1,0
6,400,1179.54,60,0,3,5,3,2,3,2,0,0,963,22,4,1,0,0,16645.2,16291.82,1,13.80031172175445,0,1,1,1
9,300,1392.37,74,2,2,3,2,0,0,2,1,9,16987,2,3,0,4,1,6210.06,8033.98,0,5.765862620840122,0,1,1,0
1,200,994.93,19,0,0,1,0,3,0,1,0,8,6210,9,1,2,1,1,18028.22,16990.48,0,17.059913849366925,0,0,0,0
2,600,907.94,54,1,1,1,2,0,2,0,2,2,15550,7,2,4,0,0,535.69,575.2,0,0.6328250489581271,0,0,0,1
1,600,1205.44,63,2,0,3,6,1,1,0,1,0,14822,17,4,4,5,1,16688.79,15830.45,1,13.121622293690528,0,0,1,0
4,800,1313.93,23,0,2,5,3,1,0,2,1,9,14506,23,3,0,4,1,19817.25,16650.88,1,12.662940232559908,0,1,1,0
0,600,1149.58,23,0,1,3,3,1,1,2,1,5,10117,13,3,0,2,0,12630.59,11434.18,1,9.937753133202385,0,0,1,1
2,1000,1223.57,69,0,0,3,2,1,1,0,0,2,9201,19,4,2,5,0,2120.62,3844.57,0,3.139526527679104,0,0,1,1
1,700,616.17,29,1,2,5,2,0,1,2,2,8,1604,22,4,3,2,0,15822.77,14477.43,0,23.457766903770437,0,1,1,1
6,600,1106.4,25,1,1,1,1,3,0,0,1,6,558,12,4,2,4,1,11979.8,16201.19,0,14.629934982842693,0,0,1,0
6,700,1114.91,38,0,3,2,5,0,2,2,1,4,5454,18,4,3,4,1,14459.99,14839.71,0,13.298303626636555,0,0,1,0
7,300,1282.57,50,1,3,4,1,1,3,0,1,3,6679,22,1,1,5,1,7260.76,7369.12,1,5.741112677921734,0,1,0,0
6,300,900.49,24,0,3,6,1,3,1,1,1,2,3790,15,4,3,4,0,5410.31,6757.34,0,7.495745931735239,0,0,1,1
8,1000,659.36,35,2,3,1,3,2,1,0,2,5,3873,13,4,2,5,0,15476.85,13512.7,0,20.46262644618087,0,0,1,1
9,700,1435.15,73,2,3,3,2,3,3,2,1,9,13748,19,4,4,3,1,6161.66,9198.41,0,6.404908957977927,0,0,1,0
3,1000,1478.88,43,2,1,5,1,1,1,2,1,5,6171,17,3,2,1,1,15163.38,15953.19,1,10.780056491066842,0,0,1,0
6,1000,778.65,41,0,3,7,1,1,3,1,2,4,7706,1,1,3,5,0,14867.82,12532.56,0,16.07459757583531,0,1,0,1
3,200,1251.86,26,2,0,4,4,1,3,1,2,2,6738,0,4,4,2,0,1575.35,1917.32,0,1.530354548792363,0,1,1,1
2,300,1470.23,47,1,2,5,6,2,1,2,1,6,7646,15,1,4,3,0,8782.56,8307.38,1,5.646554243728036,0,0,0,1
1,1000,1209.61,28,2,0,1,4,3,2,1,1,4,985,13,2,0,1,0,7838.85,8323.83,0,6.875732068956973,0,0,0,1
3,800,929.45,45,2,2,4,6,3,2,2,1,9,6997,21,4,0,2,1,982.9,1067.71,0,1.1475200171959805,0,1,1,0
3,700,913.32,62,1,1,0,3,1,3,2,1,8,15926,12,4,2,1,1,6551.32,11504.84,0,12.582946889491643,0,0,1,0
2,800,1274.87,23,0,0,2,0,3,1,1,0,2,8591,15,2,3,0,1,629.56,1168.42,0,0.9157829559437876,0,0,0,0
9,600,1016.5,19,2,3,1,5,2,2,1,1,3,6068,0,4,3,3,1,9640.48,10089.91,0,9.916373464373464,0,1,1,0
9,200,1010.34,75,2,1,0,3,0,0,2,0,8,3422,18,2,2,2,1,15158.39,12898.73,0,12.754098522751992,0,0,0,0
8,300,904.93,18,0,1,1,3,0,2,2,0,9,3055,23,4,3,4,0,8645.16,15618.79,0,17.240614617023393,0,1,1,1
8,700,776.96,23,1,0,6,5,2,0,1,1,9,6798,16,1,0,5,1,9497.12,10666.44,0,13.710782045349376,0,0,0,0
3,300,839.28,19,0,0,3,1,0,2,1,0,3,1503,10,1,1,4,0,12777.01,13880.84,0,16.519303089446375,0,0,0,1
6,300,964.49,28,2,3,4,0,0,2,0,0,2,17482,14,1,0,1,1,9217.89,16762.07,0,17.361205191146464,0,0,0,0
3,700,1139.05,61,1,0,2,4,3,0,1,1,3,5157,6,1,0,3,1,2675.63,4295.79,0,3.7680715758080785,0,0,0,0
4,500,1143.04,30,0,1,6,1,2,3,2,1,9,9618,21,1,3,1,0,10886.53,18402.35,0,16.085407852872276,0,1,0,1
2,800,899.16,58,0,0,3,0,3,2,0,1,1,17374,22,4,2,0,0,1177.82,1499.52,0,1.6658371845005333,0,1,1,1
8,1000,1469.6,42,1,1,3,5,3,0,2,0,7,11925,3,4,3,2,0,16735.62,22089.77,0,15.020923432612541,1,1,1,1
3,1000,815.7,41,2,2,4,3,2,2,2,2,7,4741,2,4,1,4,1,3555.16,5440.43,0,6.66147912330109,0,1,1,0
0,800,1394.88,24,1,1,3,2,2,0,1,1,2,2310,10,4,1,1,0,4132.66,6111.84,0,4.378485256612316,0,0,1,1
6,600,1327.41,50,2,1,0,3,1,0,1,2,3,9741,18,2,1,4,0,1352.17,1260.56,0,0.948923901506312,0,0,0,1
1,700,1315.64,34,2,3,4,4,3,2,1,1,4,1198,2,1,0,1,1,2712.28,3179.56,0,2.4149046056628993,0,1,0,0
2,700,761.74,46,0,2,3,3,3,1,1,1,0,8280,1,2,0,5,1,11057.62,18679.03,0,24.48938039174555,0,1,0,0
7,300,732.81,50,1,1,5,6,3,2,0,1,3,15596,18,1,3,2,0,17344.27,20563.35,0,28.022717052097956,1,0,0,1
7,200,1128.04,46,0,0,3,0,2,1,0,1,2,8467,20,3,4,4,0,1088.86,1884.59,0,1.6691968397930985,0,1,1,1
5,400,986.49,35,0,2,6,0,1,2,0,1,0,672,1,1,0,2,0,1288.48,2440.52,0,2.471437685444916,0,1,0,1
5,700,743.76,51,0,3,7,4,2,0,2,1,7,2000,13,2,4,3,1,11893.74,18221.76,0,24.46662011923304,0,0,0,0
8,300,729.78,64,0,2,7,6,3,0,0,2,8,5519,11,3,0,4,0,14766.84,22845.71,0,31.262089821834206,1,0,1,1
7,200,904.47,67,1,0,7,2,3,3,1,1,0,11856,3,2,4,3,0,8616.16,7247.22,0,8.003821219918937,0,1,0,1
6,500,852.67,56,1,1,6,5,2,0,2,1,1,13667,17,1,4,1,1,4752.63,4757.77,1,5.573312872655711,0,0,0,0
3,500,906.18,43,1,0,4,5,2,3,0,2,1,8280,16,2,2,3,1,5121.15,6632.43,0,7.31104080777795,0,0,0,0
9,300,864.53,55,1,0,4,2,2,1,1,1,5,13751,8,2,1,3,1,21233.4,24538.51,0,28.35084861298857,1,0,0,0
9,400,1125.33,31,1,2,1,0,2,0,1,2,4,2846,9,2,3,1,1,1996.96,3669.24,0,3.257695346834409,0,0,0,0
4,200,1279.87,58,2,1,0,1,1,3,1,1,0,2526,10,3,2,1,0,12061.69,10544.47,0,8.232271815250572,0,0,1,1
0,800,1368.39,43,2,1,6,5,2,3,0,0,5,1707,0,2,0,2,0,2504.2,4955.34,0,3.6186477190573902,0,1,0,1
5,1000,1152.82,46,2,1,6,3,1,2,0,1,0,6672,11,2,4,1,0,12987.94,11418.5,0,9.8962576485067,0,0,0,1
9,800,1165.88,52,1,1,5,0,1,3,1,0,1,17722,18,3,4,1,0,7681.21,13659.58,0,11.706070889894418,0,0,1,1
2,700,904.43,53,1,1,3,2,0,0,2,1,3,1892,18,4,0,2,0,8669.79,7478.77,0,8.25990965618546,0,0,1,1
9,700,612.62,72,2,2,7,3,2,3,0,2,3,15825,13,3,2,0,0,11128.26,19148.22,0,31.20533880903491,1,0,1,1
7,300,773.77,34,2,1,0,1,0,3,2,1,3,4922,8,2,2,5,0,14044.2,24081.92,1,31.08266969552254,1,0,0,1
8,1000,744.14,75,2,3,5,5,2,0,1,1,9,5658,1,1,4,4,0,23477.84,22664.6,1,30.41656601444024,1,1,0,1
5,200,1223.11,55,0,3,1,5,2,0,2,0,5,3101,16,1,2,2,0,19204.42,21080.69,0,17.221238287408813,1,0,0,1
